Modelo,Acurácia,Precisão Macro,Revocação Macro,F1 Macro,Tempo Treinamento (s)
RF_BoW,0.8852631578947369,0.8847659877035038,0.8852631578947368,0.8848293822584179,53.40588164329529
RF_TF-IDF,0.8847368421052632,0.8843731880338127,0.8847368421052633,0.8842962722310221,50.70423674583435
SVM_BoW,0.886578947368421,0.8863514215204438,0.886578947368421,0.8864224911968895,3935.7846353054047
SVM_TF-IDF,0.91,0.9098490542788396,0.91,0.9098255952699985,1486.8372311592102
